accuracy	ave_fitness	ave_genome_length	ave_tree_depth	ave_tree_nodes	ave_used_codons	best_fitness	f1-score	gen	invalids	max_genome_length	max_tree_depth	max_tree_nodes	max_used_codons	min_genome_length	min_tree_depth	min_tree_nodes	min_used_codons	precision	recall	runtime_error	start_time	time_adjust	time_taken	total_inds	total_time	
0.490547263681592	50172945.16297012	279.44	14.964	258.672	186.47	12.060640924842797	0.32910547396528705	0	0	664	15	612	443	25	10	23	17	0.245273631840796	0.5	0	1748480144.6360383	0	0.00047469139099121094	500	9.478989839553833	
0.490547263681592	5401207.321557723	248.616	14.91	228.432	165.686	12.060640924842797	0.32910547396528705	1	0	664	15	612	443	32	12	27	21	0.245273631840796	0.5	0	1748480144.6360383	0	0.00042438507080078125	1000	23.21732258796692	
0.490547263681592	3987276.2079807967	242.58	14.854	224.294	162.64	12.060640924842797	0.32910547396528705	2	0	539	15	511	364	33	11	27	21	0.245273631840796	0.5	0	1748480144.6360383	0	0.0003876686096191406	1500	37.528422594070435	
0.490547263681592	4784688.968720794	260.142	14.872	240.328	174.238	12.060640924842797	0.32910547396528705	3	0	567	15	527	388	33	10	23	17	0.245273631840796	0.5	0	1748480144.6360383	0	0.0005095005035400391	2000	52.19675278663635	
0.490547263681592	5902499.568854017	275.054	14.902	250.758	182.494	12.060640924842797	0.32910547396528705	4	0	546	15	500	367	33	12	28	22	0.245273631840796	0.5	0	1748480144.6360383	0	0.0004200935363769531	2500	66.9407684803009	
0.490547263681592	4548071.740539112	284.512	14.904	258.07	187.736	12.060640924842797	0.32910547396528705	5	0	550	15	505	371	34	14	27	21	0.245273631840796	0.5	0	1748480144.6360383	0	0.00043845176696777344	3000	81.81657004356384	
0.490547263681592	3755435.0706856404	295.352	14.928	267.828	194.96	12.060640924842797	0.32910547396528705	6	0	573	15	536	394	39	11	24	18	0.245273631840796	0.5	0	1748480144.6360383	0	0.0003871917724609375	3500	97.11620044708252	
0.490547263681592	3448569.857228493	300.23	14.96	268.524	195.606	12.060640924842797	0.32910547396528705	7	0	550	15	538	377	39	14	33	24	0.245273631840796	0.5	0	1748480144.6360383	0	0.00067901611328125	4000	112.25080251693726	
0.490547263681592	3478818.47571606	297.354	14.928	264.406	192.626	12.060640924842797	0.32910547396528705	8	0	550	15	538	377	38	11	30	21	0.245273631840796	0.5	0	1748480144.6360383	0	0.0004048347473144531	4500	127.42041826248169	
0.490547263681592	4080808.1842720374	296.98	14.924	267.582	195.15	12.060640924842797	0.32910547396528705	9	0	551	15	516	376	63	14	51	39	0.245273631840796	0.5	0	1748480144.6360383	0	0.00044226646423339844	5000	142.73732042312622	
0.490547263681592	4267275.809473253	301.9	14.9	273.942	199.768	12.060640924842797	0.32910547396528705	10	0	554	15	516	376	40	14	36	27	0.245273631840796	0.5	0	1748480144.6360383	0	0.00045871734619140625	5500	157.93023467063904	
